YEARNO,FireName,GISNO,NIFCNO,FireNumber,FORID,UniqueFireIdentifier,RelatedIrwinIDs,FireId,FireCode,FireType,Response,Landowner,Responder,FireUse,Cause,GeneralCause,SpecificCause,StartDate,IADate,ControlDate,OutDate,GIS_Acres,ControlAcr,UTME,UTMN,LongNAD83,LatNAD83,ContainDate,FireReport,Shape_Length,Shape_Area
1974.000000000000000,Garfield,1974005.000000000000000,4093.000000000000000,4093.000000000000000,,,,211767.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,6/25/1974 0:00:00,6/25/1974 0:00:00,6/25/1974 0:00:00,6/26/1974 0:00:00,0.222446400000000,0.100000000000000,346044.000000000000000,4021799.000000000000000,-118.715270000000004,36.328940000000003,,,120.001000035301331,900.014999894519178
1978.000000000000000,Halfway,1978021.000000000000000,8050.000000000000000,8050.000000000000000,,,,212046.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,8/4/1978 0:00:00,8/4/1978 0:00:00,8/4/1978 0:00:00,8/7/1978 0:00:00,0.222453060000000,0.100000000000000,350382.000000000000000,4032075.000000000000000,-118.668940000000006,36.422220000000003,,,120.000900042971281,900.013499807067546
2011.000000000000000,Ferguson,2011134.000000000000000,134.000000000000000,134.000000000000000,{8107674A-133D-40DA-9E97-2437B6783F96},2011-CAKNP-000134,,628433.000000000000000,GG0J,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,9/22/2011 0:00:00,9/22/2011 0:00:00,10/27/2011 0:00:00,10/27/2011 0:00:00,0.222458740000000,0.100000000000000,355590.000000000000000,4061516.000000000000000,-118.616389999999996,36.688330000000001,,Smoke reported from Helicopter 552 during another aerial mission.  Single tree lightning strike in a meadow area.  Low to moderate smoldering fire behavior.  Fire was placed in monitoring status due to remote nature of fire.,120.000000000000000,900.000000000000000
1966.000000000000000,Incinerato,1966041.000000000000000,6020.000000000000000,6020.000000000000000,,,,211167.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Human,Recreation and ceremony,Campfire,8/8/1966 0:00:00,8/8/1966 0:00:00,8/8/1966 0:00:00,8/9/1966 0:00:00,0.222409780000000,0.100000000000000,324175.000000000000000,4069311.000000000000000,-118.969639999999998,36.753270000000001,,,120.001700020474587,900.025500199621888
1956.000000000000000,Sentinel R,1956082.000000000000000,6050.000000000000000,6050.000000000000000,,,,210714.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,8/18/1956 0:00:00,8/18/1956 0:00:00,8/18/1956 0:00:00,8/20/1956 0:00:00,0.222451240000000,2.000000000000000,350919.000000000000000,4069565.000000000000000,-118.670220000000000,36.760140000000000,,,120.000100050134648,900.001499864512198
1986.000000000000000,Hotel,1986016.000000000000000,16.000000000000000,16.000000000000000,,,,212558.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,7/23/1986 0:00:00,7/23/1986 0:00:00,7/24/1986 0:00:00,7/31/1986 0:00:00,0.222452210000000,0.200000000000000,351405.000000000000000,4074023.000000000000000,-118.665639999999996,36.800390000000000,,,120.000000051402594,899.999999801029958
1998.000000000000000,Woods Crk,1998042.000000000000000,42.000000000000000,42.000000000000000,{529AC7DA-EF2A-473A-BD43-305AB8EF8787},1998-CAKNP-000042,,213875.000000000000000, ,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,8/12/1998 0:00:00,,,10/27/1998 0:00:00,0.222475580000000,0.100000000000000,366766.000000000000000,4078342.000000000000000,-118.494270000000000,36.841589999999997,,"this was a lightning strike fire, it burned in 3 dead red fir trees. it was    monitored by aircraft",120.000000019000339,899.999999660000071
1961.000000000000000,Cliff Crk,1961061.000000000000000,1061.000000000000000,1061.000000000000000,,,,211003.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,8/11/1961 0:00:00,8/11/1961 0:00:00,8/12/1961 0:00:00,8/16/1961 0:00:00,0.222456580000000,0.100000000000000,352293.000000000000000,4043747.000000000000000,-118.649860000000004,36.527700000000003,,,120.001100054356826,900.016499837850574
2016.000000000000000,Meadow,2016087.000000000000000,87.000000000000000,87.000000000000000,{31242C5A-8DBB-494A-9925-2FEC7D256627},2016-CAKNP-000087,,694569.000000000000000,KG26,WF,Full Suppression,NPS,NPS,No,Natural,Other causes,Unknown,7/20/2016 0:00:00,7/21/2016 0:00:00,7/24/2016 0:00:00,7/24/2016 0:00:00,0.222442940000000,0.100000000000000,346050.000000000000000,4050735.000000000000000,-118.720968999999997,36.589683000000001,,"This fire was reported days ago by a park visitor about smoke on the Alta Peak Trail. ECC-1, DV-3 and Fuels 3 hiked the area and found no sign of smoke or fire. A few days later, a new report came in from one of the Giant Forest interpretive rangers who said there was smoke on the Alta trail towards Panther Gap. She described the smoke as being just off the trail a good distance before Panther Gap, burning about a tenth of acre in some low brush. She stated there were some flames but that they weren't high and some visitors had been throwing dirt on the fire. SEKI Engine 51 Module was dispatched to the scene where direct suppression was performed due to the fire's proximity to established trails. After two weeks in patrol status, the fire was officially declared out by park duty officer DV-4 on 7/24/16 at 1211.",120.000000000000000,900.000000000000000
1952.000000000000000,South Fork,1952028.000000000000000,2005.000000000000000,2005.000000000000000,,,,210513.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,7/13/1952 0:00:00,7/14/1952 0:00:00,7/14/1952 0:00:00,7/14/1952 0:00:00,0.222453220000000,0.100000000000000,350717.000000000000000,4061364.000000000000000,-118.670879999999997,36.686210000000003,,,120.000600057510681,900.008999702651522
2002.000000000000000,Atwell,2002042.000000000000000,42.000000000000000,42.000000000000000,{30761589-BBCE-41CA-9ADE-7CD8B49439D0},2002-CAKNP-000042,,214271.000000000000000, ,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,7/13/2002 0:00:00,,,8/4/2002 0:00:00,0.222447720000000,0.700000000000000,347051.000000000000000,4036433.000000000000000,-118.706940000000003,36.460970000000003,,"The Atwell Fire was ignited by lightning and was discovered on 7-14-02 by a    squad of Crew 91.  The fire occurred in an area which was burned in a 1995     prescribed fire.  Fire activity was minimal with creeping, smouldering ground  fire, and the occassional torching of trees or brush.  The fire was checked    every other day by fire monitors for about 8 days.  Because the fire was       located in a prescribed burn unit scheduled for ignition in 2002, Crew 7 from  Yosemite was ordered to rescrape a handline along Paradise Ridge as a          contingency.  If the fire had become active, this line would have been used to contain the fire south of the ridge.  This holding action is what drove up the cost per acre to the final level.  As it turned out there was not enough       continuous fuels to sustain fire spread and the fire was called out on 8-4-02.",120.000800048503876,900.011999957554963
1982.000000000000000,Silver Cty,1982002.000000000000000,6107.000000000000000,6107.000000000000000,,,,212321.000000000000000, ,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,6/17/1982 0:00:00,6/17/1982 0:00:00,7/12/1982 0:00:00,7/12/1982 0:00:00,0.222458410000000,0.100000000000000,353917.000000000000000,4036940.000000000000000,-118.630439999999993,36.466610000000003,,,120.000600047314236,900.008999824711736
1934.000000000000000,Black Oak,1934027.000000000000000,4034.000000000000000,4034.000000000000000,,,,210048.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,8/26/1934 0:00:00,8/26/1934 0:00:00,8/26/1934 0:00:00,8/30/1934 0:00:00,0.222433740000000,0.100000000000000,337739.000000000000000,4048983.000000000000000,-118.813460000000006,36.572519999999997,,,120.001400022082308,900.020999986236120
1945.000000000000000,Cahoon Roc,1945005.000000000000000,5005.000000000000000,5005.000000000000000,,,,210286.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,6/24/1945 0:00:00,6/25/1945 0:00:00,6/25/1945 0:00:00,6/25/1945 0:00:00,0.222446410000000,0.100000000000000,346275.000000000000000,4024815.000000000000000,-118.713300000000004,36.356150000000000,,,120.000800040837134,900.011999957554394
1993.000000000000000,Willow,1993061.000000000000000,61.000000000000000,61.000000000000000,{8D6AC82C-8749-4A57-A47F-6E72AC7E04E7},1993-CAKNP-000061,,213377.000000000000000, ,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,9/2/1993 0:00:00,,,12/7/1993 0:00:00,252.647477549999991,228.000000000000000,370532.000000000000000,4033098.000000000000000,-118.444410000000005,36.434370000000001,,2006 remarks:  Sacs did not require cost per acre information.  WFMI does. This is forcing us to estimate costs on fires far back in the past in order to have ""complete"" fire records as a result of the database conversion.  This is noted here because the costs we put onto this fire are an estimated guess.,9601.756852985852674,1022032.545806705718860
1961.000000000000000,Sheep Cr 4,1961030.000000000000000,1030.000000000000000,1030.000000000000000,,,,210972.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,7/24/1961 0:00:00,7/24/1961 0:00:00,7/25/1961 0:00:00,7/31/1961 0:00:00,0.222449410000000,5.000000000000000,349698.000000000000000,4071167.000000000000000,-118.684209999999993,36.774380000000001,,,120.000100049859981,900.001499825391193
1951.000000000000000,Contractor,1951027.000000000000000,1025.000000000000000,1025.000000000000000,,,,210504.000000000000000, ,WF,Full Suppression,USFS,NPS,No,Human,Other causes,Unknown,7/1/1951 0:00:00,7/1/1951 0:00:00,7/1/1951 0:00:00,7/1/1951 0:00:00,0.222454160000000,0.100000000000000,352608.000000000000000,4072877.000000000000000,-118.651939999999996,36.790250000000000,,,120.000200047660798,900.002999874903480
1978.000000000000000,Zumwalt RX,1978080.000000000000000,8082.000000000000000,8082.000000000000000,,,,212078.000000000000000, ,RX,Planned Ignition,NPS,NPS,Not Applicable,Human,Prescribed Fire,Broadcast Burn,10/3/1978 0:00:00,,11/1/1978 0:00:00,11/1/1978 0:00:00,103.221951309999994,100.000000000000000,356227.000000000000000,4072404.000000000000000,-118.611310000000003,36.786540000000002,,,3959.993602171565726,417601.839253500336781
1991.000000000000000,Tokopah 2,1991045.000000000000000,45.000000000000000,45.000000000000000,,,,213164.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Human,Recreation and ceremony,Campfire,8/22/1991 0:00:00,8/22/1991 0:00:00,8/22/1991 0:00:00,8/25/1991 0:00:00,0.222446080000000,0.100000000000000,346188.000000000000000,4052560.000000000000000,-118.719780000000000,36.606150000000000,,,120.000900053765420,900.013499763976029
1972.000000000000000,Redwood RX,1972078.000000000000000,2076.000000000000000,2076.000000000000000,,,,211611.000000000000000, ,RX,Planned Ignition,NPS,NPS,Not Applicable,Human,Prescribed Fire,Broadcast Burn,9/19/1972 0:00:00,,9/20/1972 0:00:00,9/27/1972 0:00:00,141.585797969999987,158.000000000000000,327868.000000000000000,4064726.000000000000000,-118.927250000000001,36.712640000000000,,,5129.964309540486283,556798.115779324667528
2009.000000000000000,Scaffold,2009016.000000000000000,16.000000000000000,16.000000000000000,{F159E54E-26EF-48D6-B6A4-6E140EE879EE},2009-CAKNP-000016,,597399.000000000000000,E2F2,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,7/20/2009 0:00:00,7/20/2009 0:00:00,7/27/2009 0:00:00,9/10/2009 0:00:00,0.222461930000000,0.300000000000000,357882.000000000000000,4064106.000000000000000,-118.591220000000007,36.712020000000003,,Lightning caused fire.  Location: 300 yards SouthEast of the Roaring River Ranger Station in the Kings Canyon National Park.  Reported as 5 trees burning and one down log.  Aircraft recon took place w/ one overhead.  Fire was statused at 1/3 acre; left unattended due to remote location.,120.000000000000000,900.000000000000000
1989.000000000000000,Hollowtree,1989016.000000000000000,16.000000000000000,16.000000000000000,,,,212896.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Human,Other causes,Other,6/29/1989 0:00:00,6/29/1989 0:00:00,6/30/1989 0:00:00,6/30/1989 0:00:00,0.222411300000000,0.100000000000000,324855.000000000000000,4068323.000000000000000,-118.961799999999997,36.744489999999999,,,120.001800018873382,900.026999973103557
1957.000000000000000,Parad 2,1957011.000000000000000,7020.000000000000000,7020.000000000000000,,,,210793.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,7/28/1957 0:00:00,7/28/1957 0:00:00,7/29/1957 0:00:00,7/29/1957 0:00:00,0.222449650000000,0.100000000000000,348541.000000000000000,4039716.000000000000000,-118.690960000000004,36.490789999999997,,,120.000700052840429,900.010499965103008
2004.000000000000000,Silver City RX,2004118.000000000000000,118.000000000000000,118.000000000000000,,,,214508.000000000000000, ,RX,Planned Ignition,NPS,NPS,Not Applicable,Human,Prescribed Fire,Broadcast burn,10/25/2004 0:00:00,,11/30/2004 0:00:00,12/15/2004 0:00:00,13.745597790000000,13.000000000000000,352300.000000000000000,4036618.000000000000000,-118.648420000000002,36.463459999999998,,,1923.364916988478399,55611.871402182630845
2020.000000000000000,Autolog,2020126.000000000000000,126.000000000000000,126.000000000000000,{033BB36B-6090-459A-8572-3260B03827CD},2020-CAKNP-000126,{94CEB43F-A6B1-464F-973C-171E3FD72F61},124975.000000000000000,NPX0,WF,Full Suppression,NPS,NPS,No,Human,Other causes,Unknown,10/25/2020 0:00:00,10/25/2020 0:00:00,10/25/2020 0:00:00,11/9/2020 0:00:00,0.222435350000000,0.100000000000000,341716.000000000000000,4046916.000000000000000,-118.768612500000003,36.554565089999997,10/25/2020 19:12:00,,120.000000000000000,900.000000000000000
1987.000000000000000,Tharps RX,1987122.000000000000000,122.000000000000000,122.000000000000000,,,,212730.000000000000000, ,RX,Planned Ignition,NPS,NPS,Not Applicable,Human,Prescribed Fire,Broadcast Burn,10/15/1987 0:00:00,,,11/30/1987 0:00:00,59.837103610000000,130.000000000000000,344080.000000000000000,4049223.000000000000000,-118.742670000000004,36.575740000000003,,,3180.013801657906697,242103.509755588747794
1962.000000000000000,Homers Sch,1962038.000000000000000,2036.000000000000000,2036.000000000000000,,,,211054.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,9/29/1962 0:00:00,9/29/1962 0:00:00,9/29/1962 0:00:00,10/12/1962 0:00:00,0.222443060000000,2.000000000000000,344291.000000000000000,4027087.000000000000000,-118.735860000000002,36.376309999999997,,,120.000600039314349,900.008999884711784
2018.000000000000000,Grove,2018174.000000000000000,174.000000000000000,174.000000000000000,{34AAED4A-7389-444F-8AA4-EF03D14D2B5E},2018-CAKNP-000174,,726430.000000000000000,L5PY,WF,Full Suppression,NPS,NPS,Yes,Natural,Natural,Lightning,10/4/2018 0:00:00,10/4/2018 0:00:00,11/22/2018 0:00:00,11/30/2018 0:00:00,0.222447500000000,0.100000000000000,348830.000000000000000,4029987.000000000000000,-118.685839999999999,36.403170000000003,,"Part of 5 fires discovered in area after lightning bust. Smoldering, no flames, spread moderate, no LZ potential, no nat barriers. Trail access from Hockett or Cahoon. Hazards are snags. No smoke showing after 10/14.",120.000000000000000,900.000000000000000
1999.000000000000000,Conifer,1999093.000000000000000,93.000000000000000,93.000000000000000,{E3001CA9-719B-4F9B-9137-CFA97C02A22D},1999-CAKNP-000093,,214019.000000000000000, ,DF,Confine,NPS,Other,No,Human,Debris and open burning,Other,11/15/1999 0:00:00,11/19/1999 0:00:00,12/30/1999 0:00:00,12/30/1999 0:00:00,263.869584809999992,263.000000000000000,344824.000000000000000,4035077.000000000000000,-118.731510000000000,36.448390000000003,,"The following changes were made to this Fire Report as part of the conversion from SACS to WFMI on 05/14/2005. NFDRS FUEL STATION: 7GP3 - not a valid value, set to null End of SACS to WFMI conversion notes.  none available at this time. will add it when it comes in",8174.123803193443564,1067631.557339522056282
1956.000000000000000,Castle Rk,1956007.000000000000000,6101.000000000000000,6101.000000000000000,,,,210765.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,7/19/1956 0:00:00,7/20/1956 0:00:00,7/20/1956 0:00:00,7/20/1956 0:00:00,0.222447130000000,0.100000000000000,346819.000000000000000,4039791.000000000000000,-118.710189999999997,36.491190000000003,,,120.000800050366450,900.011999985494526
1929.000000000000000,Camp Conif,1929007.000000000000000,9011.000000000000000,9011.000000000000000,,,,209917.000000000000000, ,WF,Full Suppression,Individual or Private Corporation,NPS,No,Human,Other causes,Unknown,8/20/1929 0:00:00,8/20/1929 0:00:00,8/20/1929 0:00:00,8/20/1929 0:00:00,0.222450590000000,0.100000000000000,349125.000000000000000,4035832.000000000000000,-118.683689999999999,36.455880000000001,,,120.000700050703657,900.010505108033954
1981.000000000000000,Moraine Rd,1981047.000000000000000,6169.000000000000000,6169.000000000000000,,,,212306.000000000000000, ,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,8/18/1981 0:00:00,8/18/1981 0:00:00,10/13/1981 0:00:00,10/13/1981 0:00:00,0.222466830000000,0.100000000000000,359642.000000000000000,4065125.000000000000000,-118.571709999999996,36.721460000000000,,,120.000500057249312,900.007499596229081
2013.000000000000000,Valley Floor RX,2013005.000000000000000,5.000000000000000,5.000000000000000,,,,661814.000000000000000, ,RX,Planned Ignition,NPS,NPS,Not Applicable,Human,Prescribed Fire,Broadcast burn,4/11/2013 0:00:00,,4/12/2013 0:00:00,9/19/2013 0:00:00,94.538834940000001,95.000000000000000,351632.000000000000000,4072878.000000000000000,-118.662880000000001,36.790100000000002,,,5878.680422329432076,382487.648364815744571
1967.000000000000000,Avalanche,1967077.000000000000000,7079.000000000000000,7079.000000000000000,,,,211276.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,8/15/1967 0:00:00,8/16/1967 0:00:00,8/18/1967 0:00:00,8/18/1967 0:00:00,0.222465270000000,0.100000000000000,359159.000000000000000,4069700.000000000000000,-118.577960000000004,36.762619999999998,,,120.000300054128360,900.004499724416291
1981.000000000000000,Little One,1981012.000000000000000,6118.000000000000000,6118.000000000000000,,,,212255.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Human,Recreation and ceremony,Campfire,7/8/1981 0:00:00,7/8/1981 0:00:00,7/8/1981 0:00:00,7/8/1981 0:00:00,0.222435940000000,0.100000000000000,338430.000000000000000,4056918.000000000000000,-118.807410000000004,36.644140000000000,,,120.001600018948579,900.023999999230114
1979.000000000000000,Clover,1979009.000000000000000,4367.000000000000000,4367.000000000000000,,,,212081.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,7/16/1979 0:00:00,7/16/1979 0:00:00,7/16/1979 0:00:00,7/20/1979 0:00:00,0.222441640000000,0.100000000000000,343563.000000000000000,4053385.000000000000000,-118.749290000000002,36.613160000000001,,,120.000700053448682,900.010499739223746
1953.000000000000000,Lodgepole,1953006.000000000000000,3031.000000000000000,3031.000000000000000,,,,210591.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Human,Misuse of fire by a minor,Incendiary device,8/26/1953 0:00:00,8/26/1953 0:00:00,8/26/1953 0:00:00,8/26/1953 0:00:00,0.222444030000000,0.100000000000000,344879.000000000000000,4052799.000000000000000,-118.734459999999999,36.608100000000000,,,120.001000046634971,900.014999714518808
1936.000000000000000,Cahoon Rid,1936008.000000000000000,6007.000000000000000,6007.000000000000000,,,,210098.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,8/1/1936 0:00:00,8/2/1936 0:00:00,8/2/1936 0:00:00,8/4/1936 0:00:00,0.222444710000000,0.100000000000000,345360.000000000000000,4056393.000000000000000,-118.729810000000001,36.640560000000001,,,120.000800046641388,900.011999859614889
1988.000000000000000,Ltd,1988124.000000000000000,124.000000000000000,124.000000000000000,,,,212857.000000000000000, ,VF,Full Suppression,NPS,NPS,No,Human,Equipment and vehicle use,Passenger vehicle/motorized RV,9/18/1988 0:00:00,9/18/1988 0:00:00,9/18/1988 0:00:00,9/18/1988 0:00:00,0.222439550000000,0.100000000000000,341025.000000000000000,4045132.000000000000000,-118.775949999999995,36.538379999999997,,,120.001500024745766,900.022499983688022
1988.000000000000000,Crystal,1988010.000000000000000,10.000000000000000,10.000000000000000,,,,212743.000000000000000, ,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,6/20/1988 0:00:00,,,8/11/1988 0:00:00,0.222430910000000,0.200000000000000,335925.000000000000000,4051793.000000000000000,-118.834320000000005,36.597529999999999,,,120.001600021742490,900.024000041139857
2023.000000000000000,Sand,2023069.000000000000000,69.000000000000000,69.000000000000000,{8070B16F-415B-4C4A-9591-925C3471E57E},2023-CAKNP-000069,{8FD5D72B-2596-40F0-B84D-F76C5B29CC47},722266.000000000000000,QKZ3,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,8/19/2023 19:41:00,8/19/2023 19:47:00,11/16/2023 20:00:00,11/16/2023 20:00:00,0.220081570000000,0.010000000000000,352017.453447969979607,4025282.827250679954886,-118.649410000000003,36.361269999999998,11/16/2023 20:00:00,,120.031086667104688,890.406601615350041
1961.000000000000000,Coyote Crk,1961074.000000000000000,1074.000000000000000,1074.000000000000000,,,,211016.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,10/23/1961 0:00:00,10/23/1961 0:00:00,10/23/1961 0:00:00,10/23/1961 0:00:00,0.222484890000000,1.000000000000000,372764.000000000000000,4024048.000000000000000,-118.418040000000005,36.353110000000001,,,120.000200020600985,900.003506791079303
1970.000000000000000,Case Mtn,1970001.000000000000000,53.000000000000000,53.000000000000000,,,,211464.000000000000000, ,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,5/25/1970 0:00:00,5/25/1970 0:00:00,6/5/1970 0:00:00,6/5/1970 0:00:00,0.222440830000000,0.100000000000000,341992.000000000000000,4028850.000000000000000,-118.761830000000003,36.391820000000003,,,120.001300020683559,900.019500002754057
1976.000000000000000,3Rd Castle,1976019.000000000000000,6080.000000000000000,6080.000000000000000,,,,211932.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,7/15/1976 0:00:00,7/15/1976 0:00:00,7/16/1976 0:00:00,7/27/1976 0:00:00,0.222444910000000,1.000000000000000,345486.000000000000000,4039899.000000000000000,-118.725089999999994,36.491950000000003,,,120.001000050026704,900.014999970398435
1992.000000000000000,Swamp,1992028.000000000000000,28.000000000000000,28.000000000000000,{3E04A146-C261-4294-AD5B-A8AFE72DAAF3},1992-CAKNP-000028,,213245.000000000000000, ,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,6/17/1992 0:00:00,,,7/21/1992 0:00:00,0.222449270000000,0.800000000000000,349732.000000000000000,4086378.000000000000000,-118.686840000000004,36.911450000000002,,"NPS batch update of location coordinates on 04/28/2008. Authorized By: Dave Bartlett Coordinate Type: changed from LL to UTM Datum: changed from NAD27 to NAD83 UTM Easting: changed from 349,818 to 349,732 UTM Northing: changed from 4,086,167 to 4,086,378 Latitude: changed from 36:54:41 North to 36.91145 North Longitude: changed from 118:41:09 West to 118.68684 West End of NPS batch update of location coordinates notes",120.000100034801193,900.001499864512198
1973.000000000000000,Windy 1,1973045.000000000000000,3015.000000000000000,3015.000000000000000,,,,211629.000000000000000, ,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,8/27/1973 0:00:00,8/27/1973 0:00:00,9/24/1973 0:00:00,9/24/1973 0:00:00,0.222465660000000,0.100000000000000,359251.000000000000000,4094897.000000000000000,-118.581609999999998,36.989680000000000,,,120.000300030921949,900.004499776325247
2011.000000000000000,Nature Trail RX,2011151.000000000000000,151.000000000000000,151.000000000000000,,,,632181.000000000000000, ,RX,Planned Ignition,NPS,NPS,Not Applicable,Human,Prescribed Fire,Broadcast burn,10/29/2011 0:00:00,,10/31/2011 0:00:00,1/13/2012 0:00:00,216.204377160000007,216.000000000000000,353533.000000000000000,4072434.000000000000000,-118.641499999999994,36.786400000000000,,,6709.390267765674253,874711.024756352300756
1959.000000000000000,Sphinx Crk,1959023.000000000000000,9004.000000000000000,9004.000000000000000,,,,210850.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,7/18/1959 0:00:00,7/18/1959 0:00:00,7/19/1959 0:00:00,7/26/1959 0:00:00,0.222470560000000,1.000000000000000,362352.000000000000000,4070941.000000000000000,-118.542420000000007,36.774270000000001,,,120.000500053180446,900.007499850198656
1988.000000000000000,Tombstone,1988002.000000000000000,2.000000000000000,2.000000000000000,,,,212735.000000000000000, ,WF,Confine,NPS,Other,Yes,Natural,Natural,Lightning,5/23/1988 0:00:00,5/23/1988 0:00:00,7/25/1988 0:00:00,9/1/1988 0:00:00,207.088438090000011,220.000000000000000,339620.000000000000000,4085148.000000000000000,-118.800039999999996,36.898699999999998,,,5040.044902072793775,837916.228452808572911
1979.000000000000000,Tempite,1979028.000000000000000,9041.000000000000000,9041.000000000000000,,,,212122.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,9/5/1979 0:00:00,9/5/1979 0:00:00,9/20/1979 0:00:00,9/20/1979 0:00:00,0.222440540000000,0.100000000000000,342246.000000000000000,4089052.000000000000000,-118.771389999999997,36.934320000000000,,,120.001100033493771,900.016500024910670
1971.000000000000000,Tehipite D,1971050.000000000000000,1014.000000000000000,1014.000000000000000,,,,211484.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,8/27/1971 0:00:00,8/27/1971 0:00:00,8/27/1971 0:00:00,8/28/1971 0:00:00,0.222434770000000,0.100000000000000,338947.000000000000000,4086849.000000000000000,-118.807950000000005,36.913910000000001,,,120.001200042019889,900.018000105302235
1948.000000000000000,Wolver Cam,1948022.000000000000000,8033.000000000000000,8033.000000000000000,,,,210381.000000000000000, ,DF,Full Suppression,NPS,NPS,No,Human,Debris and open burning,Open trash burning,9/13/1948 0:00:00,9/13/1948 0:00:00,9/13/1948 0:00:00,9/17/1948 0:00:00,0.222443050000000,0.100000000000000,344186.000000000000000,4051673.000000000000000,-118.741979999999998,36.597839999999998,,,120.000900051902875,900.013499736036465
2025.000000000000000,Wolverton,2025096.000000000000000,96.000000000000000,96.000000000000000,{D9D85632-8211-4361-8071-6DF40586F8BD},2025-CAKNP-000096,{DD336264-16A0-4F47-BA1C-0A300E22672A},1339645.000000000000000,S5YV,WF,Full Suppression,NPS,NPS,No,Human,Recreation and ceremony,Campfire,7/21/2025 19:58:00,7/21/2025 20:00:00,7/23/2025 16:33:00,8/16/2025 19:00:00,0.100000000000000,0.100000000000000,344124.079646439990029,4051268.322753610089421,-118.742590000000007,36.594180000000001,7/23/2025 16:33:00,,120.000000000000000,900.000000000000000
2006.000000000000000,Brewer,2006026.000000000000000,26.000000000000000,26.000000000000000,{AA24575C-3408-418A-B4D7-27EA3E7739E4},2006-CAKNP-000026,,524817.000000000000000,CSS6,WF,Monitor,NPS,NPS,Yes,Natural,Natural,Lightning,6/27/2006 0:00:00,,,7/13/2006 0:00:00,0.222469960000000,0.100000000000000,363122.000000000000000,4062727.000000000000000,-118.532319999999999,36.700360000000003,,"On June 27, 2006 the Brewer fire (CA-KNP-0014) was discovered by H552.  The fire was burning amongst four trees surrounded by rock, with very little potential for growth.  Based on the remote location, duty officer Rosso decided to use the fire for resource benefit rather than extinguish it.  The fire was thus allowed to burn and was monitored by aicraft until it was declared out on 7/13/06 at.1 acres.",120.000000000000000,900.000000000000000
1952.000000000000000,Paradise,1952014.000000000000000,2043.000000000000000,2043.000000000000000,,,,210551.000000000000000, ,WF,Full Suppression,NPS,NPS,No,Natural,Natural,Lightning,9/27/1952 0:00:00,9/27/1952 0:00:00,9/27/1952 0:00:00,8/24/1952 0:00:00,0.222448740000000,1.000000000000000,347782.000000000000000,4037694.000000000000000,-118.699029999999993,36.472450000000002,,,120.000800046641160,900.011999929615399
